,id,hit,name,countries
42,13713706, jew,ask.fm > de > iab interests > style & fashion > jewelry lovers ,['germany']
43,13713897, jew,ask.fm > it > iab interests > style & fashion > jewelry lovers ,['italy']
111,21670019, jew,"audience 78360, es > jewelry",['spain']
76,15101068, jew,branded data > nordic data resources > denmark > interests > interested in watches & jewelry (power reach) ,['denmark']
34,11156714, jew,branded data > nordic data resources > denmark > interests > interested in watches & jewelry (super target) ,['denmark']
131,19266329, jew,custom segments > schober b2b mobile data germany - watch and jewellery - 1st and 2nd management level - gps data,['germany']
88,18302716, jew,data owners > experian it > online behaviors > jewelry,['italy']
85,13773382, jew,data owners > ketchup adv > it > intent style & fashion > intent jewelry,['italy']
95,19149045, jew,exelate germany (de) intent - german retailers - clothing and jewellery,['germany']
96,19149052, jew,exelate germany (de) intent - german retailers - clothing and jewellery - bijou brigitte,['germany']
97,19149054, jew,exelate germany (de) intent - german retailers - clothing and jewellery - ernsting's family,['germany']
98,19149060, jew,exelate germany (de) intent - german retailers - clothing and jewellery - esprit,['germany']
99,19149064, jew,exelate germany (de) intent - german retailers - clothing and jewellery - gerry weber,['germany']
100,19149073, jew,exelate germany (de) intent - german retailers - clothing and jewellery - s. oliver,['germany']
101,19149077, jew,exelate germany (de) intent - german retailers - clothing and jewellery - strenesse,['germany']
102,19149082, jew,exelate germany (de) intent - german retailers - clothing and jewellery - ulla popken,['germany']
106,19925322, jew,experian > xaxis private > branded data > experian > mobile location models > visits > jewelry retail stores_experian > xaxis private > branded data > experian > mobile location models > visits > jewelry retail stores,['spain']
107,19925321, jew,experian > xaxis private > branded data > experian > mobile location models > visits > jewelry retail stores_experian > xaxis private > branded data > experian > mobile location models > visits > jewelry retail stores,['spain']
110,21782369, jew,eyeota - miq - uk experian - spend trends - likely to spend on jewellery,['spain']
86,17615111, jew,eyeota - uk experian - spend trends - likely to spend on jewellery,['spain']
46,13717079, jew,fidall > fr > associations > jewellery shops customers ,['france']
60,13721742, jew,fidall > fr > jewellery shops customers > 18k ,['france']
62,13721747, jew,fidall > fr > jewellery shops customers > actu'or ,['france']
67,13721771, jew,fidall > fr > jewellery shops customers > bijouterie schnellbach ,['france']
66,13721767, jew,fidall > fr > jewellery shops customers > carre d'or carte de fidelite ,['france']
57,13721730, jew,fidall > fr > jewellery shops customers > cleor diamant ,['france']
65,13721760, jew,fidall > fr > jewellery shops customers > comptoirs de paris ,['france']
58,13721734, jew,fidall > fr > jewellery shops customers > eliot ,['france']
55,13721723, jew,fidall > fr > jewellery shops customers > eric duny ,['france']
53,13721717, jew,fidall > fr > jewellery shops customers > gemme ,['france']
44,13716177, jew,fidall > fr > jewellery shops customers > histoire d'or ,['france']
51,13721711, jew,fidall > fr > jewellery shops customers > jean delatour client privilegie ,['france']
45,13716179, jew,fidall > fr > jewellery shops customers > listed brands plus others ,['france']
64,13721756, jew,fidall > fr > jewellery shops customers > marc orian or ,['france']
52,13721714, jew,fidall > fr > jewellery shops customers > marc orian silver ,['france']
49,13721706, jew,fidall > fr > jewellery shops customers > narbonne accessoires ,['france']
68,13721773, jew,fidall > fr > jewellery shops customers > or et pierres bleu ,['france']
54,13721719, jew,fidall > fr > jewellery shops customers > or et pierres jaune ,['france']
59,13721738, jew,fidall > fr > jewellery shops customers > or et pierres rouge ,['france']
61,13721745, jew,fidall > fr > jewellery shops customers > piery ,['france']
50,13721708, jew,fidall > fr > jewellery shops customers > poussieres d'etoiles ,['france']
69,13721777, jew,fidall > fr > jewellery shops customers > schnellbach ,['france']
56,13721726, jew,fidall > fr > jewellery shops customers > swarovski crystal society ,['france']
63,13721751, jew,fidall > fr > jewellery shops customers > tresor ventes privees ,['france']
72,13723685, jew,gfk > at > purchasing power for retail product lines > watches and jewelry > 3: high ,['austria']
74,13723904, jew,gfk > dk > purchasing power for retail product lines > watches and jewelry > 3: high ,['denmark']
73,13723761, jew,"gfk > es > purchasing power for retail product lines > watches, jewelry > 3: high ",['spain']
70,13722611, jew,gfk > fi > purchasing power for retail product lines > watches and jewelry > 3: high ,['finland']
71,13723494, jew,gfk > se > purchasing power for retail product lines > watches and jewelry > 3: high ,['sweden']
0,4072734, jew,international_eu - france jewelry and fashion accessories ,['france']
1,4073949, jew,international_eu - germany jewelry and fashion accessories ,['germany']
2,4074995, jew,international_eu - italy jewelry and fashion accessories ,['italy']
3,4070267, jew,international_eu - spain jewelry and fashion accessories ,['spain']
38,11054206, jew,"kbm group - germany - panadress consumer data | target groups | consumer preferences | jewellery, clocks and watches",['germany']
16,8576932, jew,oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > beauty and style > fashion and accessories > jewelry (jewellery) ,['france']
20,8577505, jew,oracle country-specific audiences > france (fr) > retail > in-market > fashion and clothing > accessories > jewelry and watches ,['france']
17,8576949, jew,oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > beauty and style > fashion and accessories > jewelry (jewellery) ,['germany']
18,8576967, jew,oracle country-specific audiences > italy (it) > hobbies and interests (affinity) > beauty and style > fashion and accessories > jewelry (jewellery) ,['italy']
19,8577003, jew,oracle country-specific audiences > spain (es) > hobbies and interests (affinity) > beauty and style > fashion and accessories > jewelry (jewellery) ,['spain']
7,967329, jew,sekindo_jewishfrench ,['france']
89,18352022, jew,semasio - at: classic extended audience - fashion & shopping - interest in jewellery,['austria']
114,19502337, jew,semasio - ch (de): classic extended audience - fashion & shopping - interest in jewellery,['germany']
112,19502339, jew,semasio - ch (fr): classic extended audience - fashion & shopping - interest in jewellery,['france']
136,18060885, jew,semasio - de: fashion & shopping - interest in jewellery,['germany']
113,22490829, jew,semasio - de: performance advertising - fashion & shopping - interest in jewellery,['germany']
105,18847603, jew,semasio - fr: classic extended audience - fashion & shopping - interest in jewellery,['france']
78,15280770, jew,xaxisbel_gs_predicts_jewelry_watches ,['belgium']
80,15285789, jew,xaxisde_gs_predicts_jewelry_watches ,['germany']
81,15395171, jew,xaxisdk_gs_predicts_jewelry_watches ,['denmark']
79,15283880, jew,xaxises_gs_predicts_jewelry_watches ,['spain']
92,18835544, jew,xaxisperu_fashion_jewellry-spanish ,['spain']
77,15277907, jew,xaxisro_gs_predicts_jewelry_watches ,['romania']
115,23521443, jew,zeotap > germany > purchase intent > jewelry/ watches,['germany']
104,19542442, jew,zeotap > germany > purchase intent > jewelry/ watches_1,['germany']
82,15902488, jew,zeotap > italy > purchase intent > jewelry,['italy']
103,19503520,catholic,mbbmedia_fr_catholicism ,['france']
47,13721404,christian,fidall > fr > beauty products buyers > christian dior very dior ,['france']
130,19266320,church,custom segments > schober b2b mobile data germany - churches and religious groups - 1st and 2nd management level - gps data,['germany']
109,21250359,church,xaxisde_neg_churchdwight_2020de_corona ,['germany']
108,21250319,church,xaxisde_neg_churchdwight_corona_2020 ,['germany']
5,1081213,church,xaxisdk_churchill_direct_line_negative_segment ,['denmark']
40,11507350,religio(n|ous),180bytwo > b2c > web > religion > greek orthodox,['greece']
24,9899640,religio(n|ous),180bytwo > cookie > b2c > religion > greek orthodox,['greece']
21,8013244,religio(n|ous),branded data > nordic data resources > sweden > super target > interests > religion ,['sweden']
27,9910923,religio(n|ous),businesswatch network > b2c > religion > greek orthodox,['greece']
84,15669666,religio(n|ous),custom segments > adex|germany|gutefrage|interests|religionandspirituality,['germany']
91,18502938,religio(n|ous),datastream group>religion>greek orthodox,['greece']
22,10047331,religio(n|ous),epsilon: demographics > religion > greek orthodox,['greece']
25,9900856,religio(n|ous),infogroup > b2c > demographics > religion > greek orthodox,['greece']
93,19030810,religio(n|ous),mbbmedia_fr_religion_theologie ,['france']
4,617510,religio(n|ous),mediaiq_gs_french_religion ,['france']
10,8065581,religio(n|ous),nike_nike_religion_kwb_de ,['germany']
13,8066027,religio(n|ous),nike_nike_religion_kwb_dk ,['denmark']
9,8057313,religio(n|ous),nike_nike_religion_kwb_es ,['spain']
14,8066028,religio(n|ous),nike_nike_religion_kwb_fi ,['finland']
8,8057296,religio(n|ous),nike_nike_religion_kwb_fr ,['france']
11,8065600,religio(n|ous),nike_nike_religion_kwb_it ,['italy']
12,8065764,religio(n|ous),nike_nike_religion_kwb_nl ,['netherlands']
15,8066030,religio(n|ous),nike_nike_religion_kwb_se ,['sweden']
23,8267532,religio(n|ous),"sharethis - ca, fr, de, uk, au, hk - people & society - religion & belief - self-help & motivational","['germany', 'france']"
135,25995893,religio(n|ous),skydeo > demographics > religion > greek orthodox,['greece']
75,13889597,religio(n|ous),truoptik>webbula>demographics>religion > greek orthodox,['greece']
26,9905053,religio(n|ous),webbula > demographic > individual > religion > greek orthodox,['greece']
6,2137230,religio(n|ous),xaxisema_gs_religion ,['europe']
33,11156468,spiritual,"branded data > nordic data resources > denmark > interests > interested in spiritual, religious (super target) ",['denmark']
83,15731819,spiritual,"eyeota - dk ndr - 08 interests - interested in spiritual, religious ",['denmark']
94,19037820,spiritual,eyeota - fi ndr - insight360 - values360 - 3 spiritual and religious well-doers,['finland']
87,18050935,spiritual,signals > it > lovers > spiritualita,['italy']
90,18380831,temple,119628a_etx_killeen-temple_express_hr-_harker_heights_tls,['croatia']
48,13721550,temple,fidall > fr > automotive product customer > le temple automobile ,['france']
