,id,hit,name,countries
230,11156757, kid\'?s? ,branded data > nordic data resources > germany > life phases > singles & young couples w/o kids (super target) ,['germany']
637,19243219, kid\'?s? ,drop8ag_tchibo_kids_de ,['germany']
426,2639011, kid\'?s? ,experian fr - mosaic - parisian elites - promising white collar and first kids ,['france']
433,3577205, kid\'?s? ,eyeota - de experian - mosaic - type - h27 kids and careers in suburbia,['germany']
443,15675923, kid\'?s? ,eyeota - dk ndr - 03 life phases - couples with kids ,['denmark']
444,15675928, kid\'?s? ,"eyeota - dk ndr - 03 life phases - couples, no kids ",['denmark']
453,15676022, kid\'?s? ,eyeota - dk ndr - 03 life phases - singles with kids ,['denmark']
475,15676021, kid\'?s? ,eyeota - dk ndr - 03 life phases - singles with kids ,['denmark']
454,15676025, kid\'?s? ,"eyeota - dk ndr - 03 life phases - singles, no kids ",['denmark']
447,15731811, kid\'?s? ,eyeota - dk ndr - 08 interests - interested in kids ,['denmark']
472,15731807, kid\'?s? ,eyeota - dk ndr - 08 interests - interested in kids ,['denmark']
770,21019215, kid\'?s? ,eyeota - fi ndr - 21 kantar mind - kantar mind purchase intent - kantar high spenders - kids clothing,['finland']
890,21779759, kid\'?s? ,eyeota - miq - de experian - mosaic - type - h27 kids and careers in suburbia,['germany']
569,17576545, kid\'?s? ,eyeota - se ndr - 18 kantar media tgi se - orvesto purchase intent - high spender - kids clothes,['sweden']
317,13718794, kid\'?s? ,fidall > fr > airlines frequent flyers > iberia plus kids ,['france']
354,13721887, kid\'?s? ,fidall > fr > kids shops customers > 1.2.3. famille ,['france']
337,13721835, kid\'?s? ,fidall > fr > kids shops customers > aubert ,['france']
334,13721825, kid\'?s? ,fidall > fr > kids shops customers > autour de bebe ,['france']
321,13721788, kid\'?s? ,fidall > fr > kids shops customers > baby-walz ,['france']
357,13721895, kid\'?s? ,fidall > fr > kids shops customers > bebe9 ,['france']
327,13721806, kid\'?s? ,fidall > fr > kids shops customers > boutique culotte carte privilege ,['france']
339,13721842, kid\'?s? ,fidall > fr > kids shops customers > chicco club ,['france']
331,13721817, kid\'?s? ,fidall > fr > kids shops customers > club junior loisirs ,['france']
329,13721812, kid\'?s? ,fidall > fr > kids shops customers > club orchestra-premaman ,['france']
336,13721832, kid\'?s? ,fidall > fr > kids shops customers > coudemail ,['france']
324,13721797, kid\'?s? ,fidall > fr > kids shops customers > des filles et une alguille ,['france']
314,13716164, kid\'?s? ,fidall > fr > kids shops customers > dpam ,['france']
313,13716158, kid\'?s? ,fidall > fr > kids shops customers > dpam le club ,['france']
322,13721790, kid\'?s? ,fidall > fr > kids shops customers > froment leroyer ,['france']
323,13721794, kid\'?s? ,fidall > fr > kids shops customers > gibiloba ,['france']
351,13721879, kid\'?s? ,fidall > fr > kids shops customers > idkids ,['france']
346,13721867, kid\'?s? ,fidall > fr > kids shops customers > joue club vip ,['france']
348,13721871, kid\'?s? ,fidall > fr > kids shops customers > joueclub ,['france']
335,13721830, kid\'?s? ,fidall > fr > kids shops customers > kid cool  ,['france']
359,13721903, kid\'?s? ,fidall > fr > kids shops customers > kiddy teuf ,['france']
328,13721808, kid\'?s? ,fidall > fr > kids shops customers > king jouet ,['france']
353,13721884, kid\'?s? ,fidall > fr > kids shops customers > king jouet discount ,['france']
318,13721779, kid\'?s? ,fidall > fr > kids shops customers > la bande a lazare ,['france']
347,13721869, kid\'?s? ,fidall > fr > kids shops customers > la compagnie des petits ,['france']
344,13721863, kid\'?s? ,fidall > fr > kids shops customers > lego vip ,['france']
315,13716165, kid\'?s? ,fidall > fr > kids shops customers > listed brands plus others ,['france']
340,13721852, kid\'?s? ,fidall > fr > kids shops customers > little parc ,['france']
338,13721838, kid\'?s? ,fidall > fr > kids shops customers > maralex club ,['france']
345,13721865, kid\'?s? ,fidall > fr > kids shops customers > mounky parc ,['france']
342,13721858, kid\'?s? ,fidall > fr > kids shops customers > my tao community ,['france']
349,13721874, kid\'?s? ,fidall > fr > kids shops customers > natalys : ma puce ,['france']
320,13721785, kid\'?s? ,fidall > fr > kids shops customers > neck - neck ,['france']
311,13716152, kid\'?s? ,fidall > fr > kids shops customers > okaidi obaibi ,['france']
310,13716149, kid\'?s? ,fidall > fr > kids shops customers > orchestra ,['france']
309,13716147, kid\'?s? ,fidall > fr > kids shops customers > oxybul eveil et jeux ,['france']
319,13721782, kid\'?s? ,fidall > fr > kids shops customers > petit bateau ,['france']
316,13716167, kid\'?s? ,fidall > fr > kids shops customers > picwic la carte ,['france']
352,13721881, kid\'?s? ,fidall > fr > kids shops customers > quai des ludes ,['france']
325,13721800, kid\'?s? ,fidall > fr > kids shops customers > rossne! rossmann ,['france']
355,13721889, kid\'?s? ,fidall > fr > kids shops customers > royal kids ,['france']
312,13716154, kid\'?s? ,fidall > fr > kids shops customers > sergent major ,['france']
332,13721821, kid\'?s? ,fidall > fr > kids shops customers > supra bazar ,['france']
326,13721803, kid\'?s? ,fidall > fr > kids shops customers > tape a l'oeil le club (ancienne carte) ,['france']
358,13721900, kid\'?s? ,fidall > fr > kids shops customers > tohubohu ,['france']
333,13721823, kid\'?s? ,fidall > fr > kids shops customers > tout compte fait ,['france']
356,13721893, kid\'?s? ,fidall > fr > kids shops customers > toys r us le club ,['france']
343,13721859, kid\'?s? ,fidall > fr > kids shops customers > toys'r'us carte'r'us ,['france']
330,13721815, kid\'?s? ,fidall > fr > kids shops customers > tubituba ,['france']
308,13716144, kid\'?s? ,fidall > fr > kids shops customers > vertbaudet ,['france']
350,13721877, kid\'?s? ,fidall > fr > kids shops customers > vertbaudet ,['france']
341,13721854, kid\'?s? ,fidall > fr > kids shops customers > z vip ,['france']
1197,25641133, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_high_audio-outstream_default,['netherlands']
1030,24642866, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_high_display_default,['netherlands']
1135,25453934, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_high_display_default,['netherlands']
1287,25642122, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_high_instream_default,['netherlands']
1198,25641134, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_low_audio-outstream_default,['netherlands']
1031,24642867, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_low_display_default,['netherlands']
1136,25453935, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_low_display_default,['netherlands']
1288,25642123, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_low_instream_default,['netherlands']
1199,25641135, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_medium_audio-outstream_default,['netherlands']
1032,24642868, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_medium_display_default,['netherlands']
1137,25453936, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_medium_display_default,['netherlands']
1289,25642124, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-none_medium_instream_default,['netherlands']
1200,25641137, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_high_audio-outstream_default,['netherlands']
1033,24642869, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_high_display_default,['netherlands']
1138,25453937, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_high_display_default,['netherlands']
1290,25642125, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_high_instream_default,['netherlands']
1201,25641138, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_low_audio-outstream_default,['netherlands']
1034,24642870, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_low_display_default,['netherlands']
1139,25453938, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_low_display_default,['netherlands']
1291,25642126, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_low_instream_default,['netherlands']
1202,25641139, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_medium_audio-outstream_default,['netherlands']
1035,24642871, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_medium_display_default,['netherlands']
1140,25453940, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_medium_display_default,['netherlands']
1292,25642127, kid\'?s? ,gh-nl_gps_xandr_gh_specific_household-kids-one-or-more_medium_instream_default,['netherlands']
1227,25641426, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_high_audio-outstream_default,['netherlands']
1060,24643119, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_high_display_default,['netherlands']
1165,25454223, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_high_display_default,['netherlands']
1257,25642432, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_high_instream_default,['netherlands']
1228,25641427, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_low_audio-outstream_default,['netherlands']
1061,24643120, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_low_display_default,['netherlands']
1166,25454224, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_low_display_default,['netherlands']
1258,25642433, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_low_instream_default,['netherlands']
1229,25641428, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_medium_audio-outstream_default,['netherlands']
1062,24643121, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_medium_display_default,['netherlands']
1167,25454225, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_medium_display_default,['netherlands']
1259,25642434, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-none_medium_instream_default,['netherlands']
1230,25641430, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_high_audio-outstream_default,['netherlands']
1063,24643122, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_high_display_default,['netherlands']
1168,25454226, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_high_display_default,['netherlands']
1260,25642435, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_high_instream_default,['netherlands']
1231,25641431, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_low_audio-outstream_default,['netherlands']
1064,24643123, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_low_display_default,['netherlands']
1169,25454227, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_low_display_default,['netherlands']
1261,25642436, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_low_instream_default,['netherlands']
1232,25641432, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_medium_audio-outstream_default,['netherlands']
1065,24643124, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_medium_display_default,['netherlands']
1170,25454228, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_medium_display_default,['netherlands']
1262,25642437, kid\'?s? ,gh-nl_non-gps_xandr_gh_specific_household-kids-one-or-more_medium_instream_default,['netherlands']
639,19310666, kid\'?s? ,mbbmedia_fr_cinema_kids_filmsdupreau ,['france']
576,17623640, kid\'?s? ,mbbmedia_fr_music_kids ,['france']
365,13725533, kid\'?s? ,"mobilewalla > de > retail > toys, kids and baby shoppers ",['germany']
993,17183421, kid\'?s? ,mums (de)-benetton promo kids de ,['germany']
71,8137686, kid\'?s? ,nike_nike_kid_kwb_de ,['germany']
68,8137683, kid\'?s? ,nike_nike_kid_kwb_dk ,['denmark']
73,8137688, kid\'?s? ,nike_nike_kid_kwb_es ,['spain']
74,8137691, kid\'?s? ,nike_nike_kid_kwb_fi ,['finland']
70,8137685, kid\'?s? ,nike_nike_kid_kwb_fr ,['france']
72,8137687, kid\'?s? ,nike_nike_kid_kwb_it ,['italy']
69,8137684, kid\'?s? ,nike_nike_kid_kwb_nl ,['netherlands']
75,8137693, kid\'?s? ,nike_nike_kid_kwb_se ,['sweden']
361,13724105, kid\'?s? ,"nordic data resources > fi > b house-owner families > b07 terraced house, kids & rock 'n' roll ",['finland']
362,13724218, kid\'?s? ,nordic data resources > se > a affluent pioneers > a04 careers and kids ,['sweden']
146,8575537, kid\'?s? ,oracle country-specific audiences > france (fr) > hobbies and interests (affinity) > parenting and family > parenting kids ,['france']
148,8575584, kid\'?s? ,oracle country-specific audiences > germany (de) > hobbies and interests (affinity) > parenting and family > parenting kids ,['germany']
150,8575657, kid\'?s? ,oracle country-specific audiences > italy (it) > hobbies and interests (affinity) > parenting and family > parenting kids ,['italy']
152,8575757, kid\'?s? ,oracle country-specific audiences > spain (es) > hobbies and interests (affinity) > parenting and family > parenting kids ,['spain']
989,24765598, kid\'?s? ,peer39: custom category>brand safety france - kids_finance_addiction_jobs,['france']
990,24765606, kid\'?s? ,peer39: custom category>brand safety italy - kids_finance_addiction_jobs,['italy']
991,24765632, kid\'?s? ,peer39: custom category>brand safety spain - kids_finance_addiction_jobs,['spain']
494,16674054, kid\'?s? ,peer39: custom category>miq digital_safe from kids portuguese kws,['portugal']
495,16674049, kid\'?s? ,peer39: custom category>miq digital_safe from kids_german kws,['germany']
169,2166798, kid\'?s? ,semasio - de - demographic - size of household - with kids ,['germany']
170,2166799, kid\'?s? ,semasio - de - demographic - size of household - without kids ,['germany']
1308,25873224, kid\'?s? ,xaxisde_neg_kids_beschaeftigung ,['germany']
1309,25873225, kid\'?s? ,xaxisde_neg_kids_buecher ,['germany']
1310,25873226, kid\'?s? ,xaxisde_neg_kids_content ,['germany']
1311,25873227, kid\'?s? ,xaxisde_neg_kids_entwicklungsstufen ,['germany']
1312,25873228, kid\'?s? ,xaxisde_neg_kids_freizeitparks ,['germany']
1313,25873229, kid\'?s? ,xaxisde_neg_kids_homeschooling ,['germany']
1307,25850497, kid\'?s? ,xaxisde_neg_savencia_kids_content ,['germany']
1317,25873239, kid\'?s? ,xaxisde_neg_serien_kids ,['germany']
1068,25267640, kid\'?s? ,xaxisde_pr_kids_apps ,['germany']
1172,25693705, kid\'?s? ,xaxisde_upi_kids_content ,['germany']
1318,25877224, kid\'?s? ,xaxishu_pr_ff_kids ,['hungary']
1325,26536810, kid\'?s? ,xaxispo_decathlon_kids_day_052021 ,['poland']
1105,25553069, kid\'?s? ,xaxispo_empik_kids_toys_arts ,['poland']
1323,26345161, kid\'?s? ,xaxispo_viacom_nickjr_kids ,['poland']
654,19561743, kid\'?s? ,xaxisro_pr_pepco_kids ,['romania']
1296,25826182, kid\'?s? ,xaxswitz_manor_woman_no_kids_beauty_it ,['italy']
1297,25826183, kid\'?s? ,xaxswitz_manor_woman_no_kids_ecofriendly_it ,['italy']
1304,25826350, kid\'?s? ,xaxswitz_manor_woman_no_kids_healthylifestyle_it ,['italy']
1298,25826184, kid\'?s? ,xaxswitz_manor_woman_no_kids_lightfood_it ,['italy']
1299,25826185, kid\'?s? ,xaxswitz_manor_woman_no_kids_luxusfurniture_it ,['italy']
1300,25826186, kid\'?s? ,xaxswitz_manor_woman_no_kids_luxusmode_it ,['italy']
1301,25826187, kid\'?s? ,xaxswitz_manor_woman_no_kids_magazines_it ,['italy']
1305,25826352, kid\'?s? ,xaxswitz_manor_woman_no_kids_naturalcosmetics_it ,['italy']
1306,25826355, kid\'?s? ,xaxswitz_manor_woman_no_kids_prospekt_catalog_it ,['italy']
1302,25826189, kid\'?s? ,xaxswitz_manor_woman_no_kids_regionalfood_it ,['italy']
1303,25826190, kid\'?s? ,xaxswitz_manor_woman_no_kids_sustainfashion_it ,['italy']
281,12393312, kid\'?s? ,zeotap > italy > interest > mums with pre-school kids ,['italy']
959,24291675, kid\'?s? ,zeotap > spain > interest > family & parenting > kids apps 2-6,['spain']
994,24855838, kid\'?s? ,zeotap > spain > interest > family & parenting > kids apps 2-6 (2),['spain']
886,21742122, kid\'?s? ,zeotap > spain > interest > family & parenting > kids apps 4-12,['spain']
960,24291679, kid\'?s? ,zeotap > spain > interest > family & parenting > kids apps 8-10,['spain']
723,19838415, kid\'?s? ,zeotap > spain > interest > family & parenting > kids apps 8-14,['spain']
792,21183290, neg ,accordant_neg_hertz_coronavirus_portuguese_2020 ,['portugal']
791,21182491, neg ,accordant_neg_hertz_coronavirus_spanish_2020 ,['spain']
596,17955503, neg ,accordant_neg_thd_safety_es ,['spain']
738,20596935, neg ,adready_neg_lufthanda_ger ,['germany']
737,20596472, neg ,adready_neg_singapore_pa_ger ,['germany']
927,22591329, neg ,adyoulikesa_neg_pmi2020_spanish1 ,['spain']
926,22591327, neg ,adyoulikesa_neg_pmi2020_spanish2 ,['spain']
928,22591338, neg ,adyoulikesa_neg_pmi2020_spanish3 ,['spain']
929,22591343, neg ,adyoulikesa_neg_pmi2020_spanish4 ,['spain']
930,22591354, neg ,adyoulikesa_neg_pmi2020_spanish5 ,['spain']
931,22591360, neg ,adyoulikesa_neg_pmi2020_spanish6 ,['spain']
932,22591367, neg ,adyoulikesa_neg_pmi2020_spanish7 ,['spain']
933,22591378, neg ,adyoulikesa_neg_pmi2020_spanish8 ,['spain']
934,22591384, neg ,adyoulikesa_neg_pmi2020_spanish9 ,['spain']
984,24738177, neg ,adyoulikesa_neg_pmi_de_specific_health_family_covid_smoking ,['germany']
985,24738230, neg ,adyoulikesa_neg_pmi_de_sustainability ,['germany']
987,24738265, neg ,adyoulikesa_neg_pmi_de_sustainability2 ,['germany']
986,24738264, neg ,adyoulikesa_neg_pmi_de_sustainability3 ,['germany']
988,24738282, neg ,adyoulikesa_neg_pmi_de_sustainability4 ,['germany']
855,21292981, neg ,adyoulikesa_neg_pmi_fr ,['france']
983,24738057, neg ,adyoulikesa_neg_pmi_fr_extra ,['france']
976,24737862, neg ,adyoulikesa_neg_pmi_it_adult ,['italy']
975,24737861, neg ,adyoulikesa_neg_pmi_it_adult2 ,['italy']
978,24737906, neg ,adyoulikesa_neg_pmi_it_adult3 ,['italy']
980,24737938, neg ,adyoulikesa_neg_pmi_it_specific_health_family_covid_smoking ,['italy']
979,24737937, neg ,adyoulikesa_neg_pmi_it_sustainability ,['italy']
977,24737905, neg ,adyoulikesa_neg_pmi_it_sustainability1 ,['italy']
981,24737944, neg ,adyoulikesa_neg_pmi_it_sustainability2 ,['italy']
982,24738036, neg ,adyoulikesa_neg_pmi_it_sustainability4 ,['italy']
848,21273629, neg ,affectv_neg_corona_death_dell_de ,['germany']
847,21273571, neg ,affectv_neg_corona_death_dell_fr ,['france']
649,19463155, neg ,affiperf_neg_axa_general_de ,['germany']
648,19463152, neg ,affiperf_neg_axa_general_fr ,['france']
650,19463158, neg ,affiperf_neg_axa_general_it ,['italy']
500,16979571, neg ,amnetmsft_neg_microsoft_fr ,['france']
501,16979575, neg ,amnetmsft_neg_microsoft_it ,['italy']
274,11912564, neg ,att_belgium_neg ,['belgium']
497,16695422, neg ,b2bnet_neg_google_emea_negkeyword_de ,['germany']
498,16695559, neg ,b2bnet_neg_google_emea_negkeyword_fr ,['france']
809,21203449, neg ,blmango_neg_gh-nl_xandr_gs_corona_all_high ,['netherlands']
813,21203521, neg ,blmango_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
808,21203448, neg ,blmango_neg_gh-nl_xandr_gs_corona_all_low ,['netherlands']
812,21203520, neg ,blmango_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
584,17769948, neg ,cadreonamex_neg_amex_kwb_fr ,['france']
585,17769949, neg ,cadreonamex_neg_master_brandsafety_fr ,['france']
606,18318686, neg ,districm_neg_dm_grapeshot_kw_exclu_12929_xlr8_fr_190619 ,['france']
241,11296567, neg ,forward_vw_singes_neg_fr ,['france']
736,20595143, neg ,gamned_neg_coronavirus_de ,['germany']
627,18960007, neg ,gamned_neg_governo_de_sp ,['germany']
744,20907605, neg ,greenhouseg_neg_gh-nl_all_xandr_ing-hyp-exl_all ,['netherlands']
1067,25246704, neg ,greenhouseg_neg_gh-nl_all_xandr_kfc_avondklokrellen_all ,['netherlands']
817,21203539, neg ,greenhouseg_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
816,21203538, neg ,greenhouseg_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
799,21190429, neg ,groupmchile_neg_general-spanish ,['spain']
811,21203460, neg ,groupmnl_neg_gh-nl_xandr_gs_corona_all_high ,['netherlands']
815,21203530, neg ,groupmnl_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
810,21203459, neg ,groupmnl_neg_gh-nl_xandr_gs_corona_all_low ,['netherlands']
814,21203529, neg ,groupmnl_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
822,21203866, neg ,groupmnl_neg_gh_de_xandr_audi_ch_corona ,['germany']
823,21203903, neg ,groupmnl_neg_gh_fr_xandr_audi_ch_corona ,['france']
824,21203919, neg ,groupmnl_neg_gh_it_xandr_audi_ch_corona ,['italy']
1321,26077064, neg ,grpmcnnctch_neg_swiss_excl_news_fr ,['france']
702,19670788, neg ,gssupport_neg_safety_no_rel_pol ,['poland']
703,19670789, neg ,gssupport_neg_safety_pol_am ,['poland']
1106,25602313, neg ,lghtreacde_xaxisde_kaercher_corona_neg_210218 ,['germany']
570,17577114, neg ,lightbe_neg_huawei_contextual-keyword-exclusion-french ,['france']
774,21088871, neg ,lightreactde_blackrock_neg_keywords_2020_french ,['france']
773,21088853, neg ,lightreactde_blackrock_neg_keywords_2020_german ,['germany']
58,7576790, neg ,lightreactde_fca_neg_2_fr ,['france']
55,7576445, neg ,lightreactde_fca_neg_2_it ,['italy']
57,7576764, neg ,lightreactde_fca_neg_fr ,['france']
56,7576533, neg ,lightreactde_fca_neg_it ,['italy']
724,19846771, neg ,lightreactde_neg_brandsafety_all_fr ,['france']
726,19846773, neg ,lightreactde_neg_brandsafety_all_it ,['italy']
965,24486610, neg ,lightreactde_neg_ferrero_nutella_fra ,['france']
966,24486611, neg ,lightreactde_neg_ferrero_nutella_ger ,['germany']
797,21189082, neg ,lightreacthg_neg_hu_covid19 ,['hungary']
583,17756679, neg ,litereacit_neg_generali_brandsafety_it ,['italy']
176,10484127, neg ,mecatnt_belgium_neg ,['belgium']
499,16776045, neg ,mediaiq_neg_easyjet_keywordbl_de ,['germany']
950,24187009, neg ,mediaiq_neg_j3_pharma_ias_excl_list_pt_1 ,['portugal']
951,24187790, neg ,mediaiq_neg_j3_pharma_ias_excl_list_pt_2 ,['portugal']
867,21330847, neg ,mediaiq_neg_tomboladenmarkbrandsafety ,['denmark']
861,21328623, neg ,mediaiq_neg_tomboladenmarkgamblingaddiction ,['denmark']
868,21331087, neg ,mediaiq_neg_tombolaswedenbrandsafety ,['sweden']
863,21328974, neg ,mediaiq_neg_tombolaswedengamblingaddiction ,['sweden']
52,1640714, neg ,mediativ_mediative_nestle_neg_keywords_fr ,['france']
779,21148793, neg ,meliahotels_neg_coronavirus_blacklist_pt ,['portugal']
806,21202736, neg ,omnicomfr_neg_blacklist_renault_fr ,['france']
831,21205480, neg ,plistaczech_neg_coronavirus_kwb ,['czechia']
853,21290571, neg ,plistaczech_neg_virusinfection ,['czechia']
830,21205479, neg ,plistaczech_neg_virusinfection_cz ,['czechia']
643,19374594, neg ,plistade_neg_automotive_de ,['germany']
869,21337403, neg ,plistade_neg_blackrock_climatchange_de ,['germany']
870,21337445, neg ,plistade_neg_blackrock_climatchange_fr ,['france']
871,21337469, neg ,plistade_neg_blackrock_climatchange_it ,['italy']
854,21290613, neg ,plistade_neg_virusinfection_de ,['germany']
833,21205596, neg ,plistadk_neg_virusinfection_dk ,['denmark']
832,21205583, neg ,plistait_neg_virusinfection_it ,['italy']
803,21196000, neg ,plistanl_neg_virusinfection_nl ,['netherlands']
802,21195937, neg ,plistapoland_neg_coronavirus_kwb ,['poland']
851,21290566, neg ,plistapoland_neg_virusinfection ,['poland']
801,21195936, neg ,plistapoland_neg_virusinfection_pl ,['poland']
827,21204394, neg ,plistapt_neg_virusinfection_pt ,['portugal']
828,21204452, neg ,plistarom_neg_virusinfection_ro ,['romania']
826,21204178, neg ,plistasweden_neg_coronavirus_kwb ,['sweden']
852,21290570, neg ,plistasweden_neg_virusinfection ,['sweden']
825,21204177, neg ,plistasweden_neg_virusinfection_sw ,['sweden']
921,22520845, neg ,plistasweden_neg_volvo_juli ,['sweden']
922,22520848, neg ,plistasweden_neg_volvo_juli1 ,['sweden']
846,21273077, neg ,projctagora2_neg_covid-19-hu ,['hungary']
845,21271515, neg ,projctagora2_neg_covid-19_ro ,['romania']
634,19194554, neg ,sublimeskinz_neg_ba_fr ,['france']
632,19194530, neg ,sublimeskinzltd_neg_ba_de ,['germany']
633,19194531, neg ,sublimeskinzltd_neg_ba_it ,['italy']
748,21010373, neg ,ultrahungary_neg_domestos_korona ,['hungary']
778,21148238, neg ,unibet_neg_tim_test_romanian ,['romania']
746,20943997, neg ,unidesq_neg_julius-baer_german ,['germany']
821,21203597, neg ,unilevernl_neg_gh-nl_xandr_gs_corona_all_large ,['netherlands']
820,21203596, neg ,unilevernl_neg_gh-nl_xandr_gs_corona_all_small ,['netherlands']
545,17571949, neg ,viralgains_neg_bel_blacklist_keywords ,['belgium']
