,id,hit,name,countries
627,18303207, credit ?(level|score|crunched)?,data owners > experian it > online behaviors > payment by credit card,['italy']
483,2639041, credit ?(level|score|crunched)?,experian fr - mosaic - young active families - addicted to credit and technology with children ,['france']
291,8255374, credit ?(level|score|crunched)?,experian sp - finance - credit card frequency used - 2-3 time a month ,['spain']
288,8255375, credit ?(level|score|crunched)?,experian sp - finance - credit card frequency used - daily used ,['spain']
295,8255376, credit ?(level|score|crunched)?,experian sp - finance - credit card frequency used - once a month ,['spain']
287,8255377, credit ?(level|score|crunched)?,experian sp - finance - credit card frequency used - once a week ,['spain']
275,8255378, credit ?(level|score|crunched)?,experian sp - finance - credit card holder - 1 ,['spain']
279,8255379, credit ?(level|score|crunched)?,experian sp - finance - credit card holder - up to 1 ,['spain']
278,8255382, credit ?(level|score|crunched)?,experian sp - finance - new credit - under 6000 euros ,['spain']
265,8255383, credit ?(level|score|crunched)?,experian sp - finance - new credit - up to 15000 euros ,['spain']
290,8255385, credit ?(level|score|crunched)?,experian sp - finance - new credit - up to 6000 euros under 15000 euros ,['spain']
285,8255386, credit ?(level|score|crunched)?,experian sp - finance - number of credit - 1 ,['spain']
261,8255387, credit ?(level|score|crunched)?,experian sp - finance - number of credit - up to 2 ,['spain']
304,8255391, credit ?(level|score|crunched)?,experian sp - financial - credit consumer ,['spain']
303,8255392, credit ?(level|score|crunched)?,experian sp - financial - great consumer of credit and cards ,['spain']
281,8255395, credit ?(level|score|crunched)?,experian sp - financial - retirees without credit ,['spain']
271,8255396, credit ?(level|score|crunched)?,experian sp - financial - unqualified credit consumer ,['spain']
820,22180606, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - number of credit cards they have - more than one,['spain']
821,22180607, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - number of credit cards they have - one,['spain']
795,22180627, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - total frequency use of the credit card - 2-3 times a month,['spain']
796,22180628, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - total frequency use of the credit card - less frequently,['spain']
797,22180630, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - total frequency use of the credit card - once a month,['spain']
798,22180631, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - total frequency use of the credit card - once a week,['spain']
799,22180632, credit ?(level|score|crunched)?,eyeota - es experian - credit cards - total frequency use of the credit card - one or more times a day or several times a week,['spain']
802,22180698, credit ?(level|score|crunched)?,eyeota - es experian - sociodemographic - financial segmentation - sf1 - non experienced credit consumers,['spain']
803,22180699, credit ?(level|score|crunched)?,eyeota - es experian - sociodemographic - financial segmentation - sf2 - credit consumer,['spain']
804,22180701, credit ?(level|score|crunched)?,eyeota - es experian - sociodemographic - financial segmentation - sf4 - great consumer of credit and cards,['spain']
772,7255925, credit ?(level|score|crunched)?,eyeota - fr kantar - consumer financial - auto insurance - credit agricole,['france']
773,7255926, credit ?(level|score|crunched)?,eyeota - fr kantar - consumer financial - auto insurance - credit mutuel,['france']
762,7255949, credit ?(level|score|crunched)?,eyeota - fr kantar - consumer financial - banking - credit agricole,['france']
763,7255950, credit ?(level|score|crunched)?,eyeota - fr kantar - consumer financial - banking - credit cooperatif,['france']
764,7255951, credit ?(level|score|crunched)?,eyeota - fr kantar - consumer financial - banking - credit du nord,['france']
765,7255952, credit ?(level|score|crunched)?,eyeota - fr kantar - consumer financial - banking - credit mutuel,['france']
721,21790241, credit ?(level|score|crunched)?,eyeota - miq - fr kantar media tgi - auto insurance - credit agricole,['france']
722,21790242, credit ?(level|score|crunched)?,eyeota - miq - fr kantar media tgi - auto insurance - credit mutuel,['france']
737,21790284, credit ?(level|score|crunched)?,eyeota - miq - fr kantar media tgi - banking - credit agricole,['france']
738,21790285, credit ?(level|score|crunched)?,eyeota - miq - fr kantar media tgi - banking - credit cooperatif,['france']
739,21790286, credit ?(level|score|crunched)?,eyeota - miq - fr kantar media tgi - banking - credit du nord,['france']
740,21790287, credit ?(level|score|crunched)?,eyeota - miq - fr kantar media tgi - banking - credit mutuel,['france']
381,13718022, credit ?(level|score|crunched)?,fidall > fr > home furniture buyers > conforama confo+ credit ,['france']
387,13723143, credit ?(level|score|crunched)?,gfk > de > financial market services > installment credit > 3: high ,['germany']
1,4073680, credit ?(level|score|crunched)?,international_eu - france credit level - excellent ,['france']
2,4073678, credit ?(level|score|crunched)?,international_eu - france credit level - good ,['france']
14,4074608, credit ?(level|score|crunched)?,international_eu - germany credit level - excellent ,['germany']
15,4074606, credit ?(level|score|crunched)?,international_eu - germany credit level - good ,['germany']
27,4075606, credit ?(level|score|crunched)?,international_eu - italy credit level - excellent ,['italy']
28,4075605, credit ?(level|score|crunched)?,international_eu - italy credit level - good ,['italy']
40,4071220, credit ?(level|score|crunched)?,international_eu - spain credit level - excellent ,['spain']
41,4071212, credit ?(level|score|crunched)?,international_eu - spain credit level - good ,['spain']
184,3375463, credit ?(level|score|crunched)?,italian credit cards intent_finance italy display,['italy']
325,11120173, credit ?(level|score|crunched)?,kbm group - germany - az direct - target groups | finance | target groups with focus on finance | credit card,['germany']
336,11053703, credit ?(level|score|crunched)?,kbm group - germany - schober | shopping | credit cards,['germany']
657,20725798, credit ?(level|score|crunched)?,nielsen france - social - finance - credit & lending,['france']
841,23499843, credit ?(level|score|crunched)?,nielsen restaurants - credit card data - carrabbas italian grill,['italy']
842,2168365, credit ?(level|score|crunched)?,nielsen restaurants - credit card data - carrabbas italian grill - all credit/debit buyers ,['italy']
843,7333134, credit ?(level|score|crunched)?,nielsen restaurants - credit card data - carrabbas italian grill - heavy credit/debit buyer ,['italy']
844,7333135, credit ?(level|score|crunched)?,nielsen restaurants - credit card data - carrabbas italian grill - light credit/debit buyer ,['italy']
845,7333136, credit ?(level|score|crunched)?,nielsen restaurants - credit card data - carrabbas italian grill - medium credit/debit buyer ,['italy']
552,7847556, credit ?(level|score|crunched)?,oracle country-specific audiences > france (fr) > financial services > credit cards ,['france']
553,7848746, credit ?(level|score|crunched)?,oracle country-specific audiences > france (fr) > financial services > credit cards > account holders ,['france']
129,7850686, credit ?(level|score|crunched)?,oracle country-specific audiences > france (fr) > financial services > credit cards > account holders > types ,['france']
554,7848744, credit ?(level|score|crunched)?,oracle country-specific audiences > france (fr) > financial services > credit cards > in-market ,['france']
555,7848742, credit ?(level|score|crunched)?,oracle country-specific audiences > france (fr) > financial services > credit cards > interest (affinity) ,['france']
188,7868405, credit ?(level|score|crunched)?,oracle country-specific audiences > france > b2b > firmographic > industry > financial & insurance services > banking & credit ,['france']
161,7866802, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > brands ,['france']
216,7868998, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > brands > american express ,['france']
215,7868997, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > brands > discover ,['france']
214,7868995, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > brands > mastercard ,['france']
213,7868994, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > brands > visa ,['france']
211,7868992, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > types > premium cards ,['france']
210,7868991, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > types > prepaid cards ,['france']
209,7868990, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > types > rewards cards ,['france']
212,7868993, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > credit cards > holders > types > store cards ,['france']
142,7864508, credit ?(level|score|crunched)?,oracle country-specific audiences > france > financial services > financial planning > credit reporting ,['france']
559,7847661, credit ?(level|score|crunched)?,oracle country-specific audiences > germany (de) > financial services > credit cards ,['germany']
560,7848230, credit ?(level|score|crunched)?,oracle country-specific audiences > germany (de) > financial services > credit cards > in-market ,['germany']
561,7848231, credit ?(level|score|crunched)?,oracle country-specific audiences > germany (de) > financial services > credit cards > interest (affinity) ,['germany']
194,7868471, credit ?(level|score|crunched)?,oracle country-specific audiences > germany > b2b > firmographic > industry > financial & insurance services > banking & credit ,['germany']
139,7864339, credit ?(level|score|crunched)?,oracle country-specific audiences > germany > financial services > financial planning > credit reporting ,['germany']
565,7847692, credit ?(level|score|crunched)?,oracle country-specific audiences > italy (it) > financial services > credit cards ,['italy']
566,7848307, credit ?(level|score|crunched)?,oracle country-specific audiences > italy (it) > financial services > credit cards > in-market ,['italy']
567,7848308, credit ?(level|score|crunched)?,oracle country-specific audiences > italy (it) > financial services > credit cards > interest (affinity) ,['italy']
200,7868523, credit ?(level|score|crunched)?,oracle country-specific audiences > italy > b2b > firmographic > industry > financial & insurance services > banking & credit ,['italy']
140,7864355, credit ?(level|score|crunched)?,oracle country-specific audiences > italy > financial services > financial planning > credit reporting ,['italy']
571,7847808, credit ?(level|score|crunched)?,oracle country-specific audiences > spain (es) > financial services > credit cards ,['spain']
572,7848567, credit ?(level|score|crunched)?,oracle country-specific audiences > spain (es) > financial services > credit cards > in-market ,['spain']
573,7848568, credit ?(level|score|crunched)?,oracle country-specific audiences > spain (es) > financial services > credit cards > interest (affinity) ,['spain']
206,7868668, credit ?(level|score|crunched)?,oracle country-specific audiences > spain > b2b > firmographic > industry > financial & insurance services > banking & credit ,['spain']
141,7864413, credit ?(level|score|crunched)?,oracle country-specific audiences > spain > financial services > financial planning > credit reporting ,['spain']
663,20938228, credit ?(level|score|crunched)?,peer39: custom category>bank of ireland | credit card,['ireland']
249,8267237, credit ?(level|score|crunched)?,"sharethis - ca, fr, de, uk, au, hk - finance - credit & lending - credit cards","['germany', 'france']"
250,8267238, credit ?(level|score|crunched)?,"sharethis - ca, fr, de, uk, au, hk - finance - credit & lending - debt management","['germany', 'france']"
251,8267239, credit ?(level|score|crunched)?,"sharethis - ca, fr, de, uk, au, hk - finance - credit & lending - loans","['germany', 'france']"
464,11833004, credit ?(level|score|crunched)?,twine > mobile apps > top mobile apps > experian - free credit report,['france']
917,26293554, credit ?(level|score|crunched)?,wtx_el_paso_tfcu-credit_card_402_meters ,['greece']
918,26320951, credit ?(level|score|crunched)?,wtx_el_paso_tfcu-credit_card_tls,['greece']
927,26573997, credit ?(level|score|crunched)?,wtx_el_paso_tfcu-credit_card_tls,['greece']
81,5439137, credit ?(level|score|crunched)?,xaxswitz_credit_suisse_negative_de ,['germany']
82,5439138, credit ?(level|score|crunched)?,xaxswitz_credit_suisse_negative_fr ,['france']
83,5439139, credit ?(level|score|crunched)?,xaxswitz_credit_suisse_negative_it ,['italy']
268,8255414,(un)?insured,experian sp - insurance - always insured with total coverage ,['spain']
824,22180707,(un)?insured,eyeota - es experian - sociodemographic - insurance segmentation - ta1 - always insured with total coverage,['spain']
892,24968069,betting,adsquare data alliance > de > interests > sports  > 2018 soccer world cup in russia > world cup sports betting enthusiasts ,['germany']
549,13597903,betting,data owners > ketchup adv > it > intent betting > intent betting,['italy']
583,6986515,betting,"eyeota - de kantar - sports and leisure - sports - watching, reading, browsing - any sports (excluding games and betting)",['germany']
584,6986516,betting,"eyeota - de kantar - sports and leisure - sports - watching, reading, browsing - games and betting",['germany']
711,21790185,betting,"eyeota - miq - de kantar media tgi - sport - watching, reading, browsing - any sports (excluding games and betting)",['germany']
712,21790186,betting,"eyeota - miq - de kantar media tgi - sport - watching, reading, browsing - games and betting",['germany']
624,18060832,betting,eyeota - se ndr - 11 interests kantar sifo - interested in: betting on horses / horse racing,['sweden']
838,23278478,betting,it > zeotap > custom > sports betting & casino,['italy']
837,23278473,betting,it > zeotap > purchase intent > casino & sports betting,['italy']
862,24706427,betting,mbbmedia_fr_betting ,['france']
788,22111405,betting,mbbmedia_fr_betting_poker_generic ,['france']
789,22111419,betting,mbbmedia_fr_betting_poker_joueurs ,['france']
102,8830967,betting,tradespottinges_es_sport_bettings ,['spain']
323,11248840,betting,tradespottinges_es_sports_bettings ,['spain']
337,11373050,betting,unibet_fi_generic_betting ,['finland']
80,3087502,betting,xaxisro_ro_sports_betting ,['romania']
816,22191247,betting,zeotap > germany > interest > betting apps,['germany']
340,11789381,betting,zeotap > italy > interest > betting ,['italy']
462,14848822,betting,zeotap > italy > interest > betting > casino,['italy']
463,14848828,betting,zeotap > italy > interest > betting > football/soccer,['italy']
594,17382742,betting,zeotap > italy > purchase intent > betting > casino,['italy']
582,17185089,betting,zeotap > italy > purchase intent > casino & sports betting,['italy']
550,7521315,champagne,branded data > conexance > france - conexance demographics > demographics > region > champagne-ardenne ,['france']
104,6400714,champagne,geographic > ip based > country > europe > western europe > france > champagne-ardenne ,"['france', 'europe']"
384,13722795,champagne,gfk > de > purchasing power for retail product lines > champagne > 3: high ,['germany']
306,10177173,champagne,sharethis > world localities > europe > western europe > france > east france > champagne-ardenne,"['france', 'europe']"
597,17567865,diamonds,saxons_diamonds_-_bel_air ,['belgium']
875,24967297,gambl(ing|er),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 interests &amp; activities  > gambling & betting enthusiasts ,['germany']
900,25422090,gambl(ing|er),adsquare data alliance > se > place visits > by category > going out-entertainment > gambling-lottery-betting > casino ,['sweden']
745,21670081,gambl(ing|er),"audience 78409, es > gambling",['spain']
225,8013584,gambl(ing|er),branded data > nordic data resources > sweden > super target > media > tv > games/gambling ,['sweden']
466,15101293,gambl(ing|er),branded data > nordic data resources > sweden > tv programs > games/gambling (power reach) ,['sweden']
312,11154943,gambl(ing|er),branded data > nordic data resources > sweden > tv programs > games/gambling (super target) ,['sweden']
793,21209045,gambl(ing|er),bridge > custom segment > france > parions sport en ligne > gambling,['france']
912,16680259,gambl(ing|er),custom segments > schober mobile data germany - gamblers - gps data,['germany']
629,18302674,gambl(ing|er),"data owners > experian it > online behaviors > betting, gambling & lottery",['italy']
537,16694381,gambl(ing|er),datawrkz2_pr_gambling_se ,['sweden']
344,12582654,gambl(ing|er),echteliebe_gambling_de ,['germany']
840,3273917,gambl(ing|er),exelate interest - gambling - uk - sports betting - european football,['europe']
600,17575926,gambl(ing|er),eyeota - dk ndr - 15 kantar media tns dk - tns gallup lifestyle - online gambler,['denmark']
700,21782364,gambl(ing|er),eyeota - miq - uk experian - spend trends - likely to spend on gambling,['spain']
523,15741774,gambl(ing|er),eyeota - se ndr - 11 interests - interested in: betting / gambling ,['sweden']
529,15741773,gambl(ing|er),eyeota - se ndr - 11 interests - interested in: betting / gambling ,['sweden']
531,15742689,gambl(ing|er),eyeota - se ndr - 16 tv - tv-programs: games / gambling ,['sweden']
609,17576550,gambl(ing|er),eyeota - se ndr - 18 kantar media tgi se - orvesto lifestyle - online gamblers,['sweden']
616,17615090,gambl(ing|er),eyeota - uk experian - spend trends - likely to spend on gambling,['spain']
455,14658635,gambl(ing|er),groupmnordic_nestle_negative_keywords_gambling_dk ,['denmark']
4,4072694,gambl(ing|er),international_eu - france gambling ,['france']
17,4073899,gambl(ing|er),international_eu - germany gambling ,['germany']
30,4074969,gambl(ing|er),international_eu - italy gambling ,['italy']
43,4070247,gambl(ing|er),international_eu - spain gambling ,['spain']
54,617489,gambl(ing|er),mediaiq_gs_french_gambling ,['france']
679,21328623,gambl(ing|er),mediaiq_neg_tomboladenmarkgamblingaddiction ,['denmark']
680,21328974,gambl(ing|er),mediaiq_neg_tombolaswedengamblingaddiction ,['sweden']
902,25486673,gambl(ing|er),msft - gambling - fr,['france']
677,21211927,gambl(ing|er),peer39: custom category>danish_sportsgamblinggaming,['denmark']
846,23636680,gambl(ing|er),peer39: custom category>greek_sportsgamblinggaming,['greece']
678,21211928,gambl(ing|er),peer39: custom category>romanian_sportsgamblinggaming,['romania']
659,20732539,gambl(ing|er),peer39: custom category>swedish_sportsgamblinggaming,['sweden']
338,58940,gambl(ing|er),"peer39: safe from gambling - available in english, spanish, french, german, portuguese, italian, dutch, japanese, chinese","['germany', 'spain', 'france', 'italy', 'netherlands', 'portugal']"
86,6364035,gambl(ing|er),socreal_gambling_ita ,['italy']
889,24967900,gambl(ing|er),start.io > hr > custom > redview media > startapp_gamblers croatia ,['croatia']
829,22218892,gambl(ing|er),startapp_gamblers croatia ,['croatia']
87,664807,gambl(ing|er),suite66_enter_gambling_fr ,['france']
339,11530356,gambl(ing|er),unibet_ger_gambling ,['germany']
103,9003348,gambl(ing|er),xaxisdk_gambling_predicted ,['denmark']
76,2137208,gambl(ing|er),xaxisema_gs_gambling ,['europe']
417,13921131,gambl(ing|er),zeotap > france > interest > gamblers,['france']
418,13921148,gambl(ing|er),zeotap > france > interest > gamblers,['france']
419,13921168,gambl(ing|er),zeotap > france > interest > gamblers,['france']
879,24967404,insurance,adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 personal finance  > insurance seekers ,['germany']
877,13225894,insurance,adsquare data alliance > de > interests > personal finance > insurance seekers ,['germany']
895,25420418,insurance,adsquare data alliance > de > place visits > by brand > business and services > commercial services > finance and insurance > barmer gek ,['germany']
878,24967401,insurance,adsquare data alliance > es > interests > business and finance > insurance seekers ,['spain']
898,25421547,insurance,adsquare data alliance > es > place visits > by brand > business and services > commercial services > finance and insurance > caixa catalunya ,['spain']
876,13227692,insurance,adsquare data alliance > fr > interests > personal finance > insurance seekers ,['france']
894,25419924,insurance,adsquare data alliance > fr > place visits > by brand > business and services > commercial services > finance and insurance > allianz ,['france']
893,25419743,insurance,adsquare data alliance > fr > place visits > by brand > business and services > commercial services > finance and insurance > axa ,['france']
880,24967405,insurance,adsquare data alliance > it > interests > business and finance > insurance seekers ,['italy']
911,25424530,insurance,adsquare data alliance > it > place visits > by brand > business and services > commercial services > finance and insurance > generali ,['italy']
744,21669982,insurance,"audience 78323, es > insurance",['spain']
747,21670305,insurance,"audience 78488, es > insurance churning",['spain']
365,13714409,insurance,az direct > de > az target groups > insurance > best ager ,['germany']
369,13714587,insurance,az direct > de > az target groups > insurance > families ,['germany']
363,13714403,insurance,az direct > de > az target groups > insurance > individualistic about risk-taking ,['germany']
367,13714479,insurance,az direct > de > az target groups > insurance > job starter ,['germany']
366,13714423,insurance,az direct > de > az target groups > insurance > social security-oriented people ,['germany']
361,13714378,insurance,az direct > de > financial > currentness of the last transaction > insurance > <=1 year ,['germany']
355,13713983,insurance,az direct > de > financial > currentness of the last transaction > insurance > <=2 years ,['germany']
370,13714696,insurance,az direct > de > financial > currentness of the last transaction > insurance > <=3 years  ,['germany']
371,13714794,insurance,az direct > de > financial > currentness of the last transaction > insurance > no activity ,['germany']
357,13713998,insurance,az direct > de > financial > transactional activity > insurance > last 12 months > high ,['germany']
362,13714383,insurance,az direct > de > financial > transactional activity > insurance > last 12 months > low  ,['germany']
358,13714079,insurance,az direct > de > financial > transactional activity > insurance > last 12 months > no activity ,['germany']
356,13713996,insurance,az direct > de > financial > transactional activity > insurance > last 24 months > high ,['germany']
360,13714374,insurance,az direct > de > financial > transactional activity > insurance > last 24 months > low  ,['germany']
372,13714821,insurance,az direct > de > financial > transactional activity > insurance > last 24 months > no activity ,['germany']
373,13715033,insurance,az direct > de > financial > transactional activity > insurance > transactions in the last two years ,['germany']
359,13714115,insurance,az direct > de > financial > transactional activity > insurance > transactions in the last year ,['germany']
364,13714405,insurance,az direct > de > financial > transactional activity > insurance > transactions older than 2 years ,['germany']
374,13715047,insurance,az direct > de > financial > transactional activity > insurance > without transactions ,['germany']
53,1501096,insurance,batanga_btg_health_insurance_es ,['spain']
310,11154516,insurance,branded data > nordic data resources > denmark > economy > insurance ,['denmark']
314,11155306,insurance,branded data > nordic data resources > denmark > economy > insurance > has a private health insurance (super target) ,['denmark']
467,15101440,insurance,branded data > nordic data resources > denmark > economy > insurance > has an auto help insurance (power reach) ,['denmark']
318,11156639,insurance,branded data > nordic data resources > denmark > economy > insurance > has an auto help insurence (super target) ,['denmark']
469,15102737,insurance,branded data > nordic data resources > denmark > economy > insurance > has an unemployment insurance (power reach) ,['denmark']
311,11154777,insurance,branded data > nordic data resources > denmark > economy > insurance > has an unemployment insurance (super target) ,['denmark']
313,11155101,insurance,branded data > nordic data resources > denmark > economy > insurance > no unemployment insurance (super target) ,['denmark']
307,11152887,insurance,branded data > nordic data resources > germany > financial services > financial products > home buildings/contents insurance (super target) ,['germany']
319,11157072,insurance,branded data > nordic data resources > germany > financial services > financial products > motor insurance (super target) ,['germany']
320,11157525,insurance,branded data > nordic data resources > germany > financial services > financial products > other insurance (super target) ,['germany']
470,15103169,insurance,branded data > nordic data resources > sweden > online shopping > insurances (power reach) ,['sweden']
308,11153604,insurance,branded data > nordic data resources > sweden > online shopping > insurances (super target) ,['sweden']
106,7517945,insurance,branded data > semasio > germany > intent > insurance ,['germany']
751,18669705,insurance,branded data > sirdata > affinity > bank & insurance > bank > french prelevement a la source ,['france']
535,15782970,insurance,custom segments > adex|germany|gutefrage|interests|personalfinance|insurance,['germany']
913,19266302,insurance,"custom segments > schober b2b mobile data germany - banks, insurance companies and financial service providers - 1st and 2nd management level - gps data",['germany']
628,18303262,insurance,data owners > experian it > online behaviors > car insurance,['italy']
626,18302770,insurance,data owners > experian it > online behaviors > insurance,['italy']
548,13597885,insurance,data owners > ketchup adv > it > intent personal finance > intent insurance,['italy']
497,2638981,insurance,"experian fr - mosaic - active families in the countryside - craftspeople, life insurance and equipment ",['france']
492,2638999,insurance,"experian fr - mosaic - families in comfort - families, teens, tv and life insurance ",['france']
302,8255415,insurance,experian sp - insurance - car insurance - third party ,['spain']
274,8255416,insurance,experian sp - insurance - car insurance - third party with some extra ,['spain']
262,8255417,insurance,experian sp - insurance - car insurance - with exemption ,['spain']
267,8255418,insurance,experian sp - insurance - car insurance - without exemption ,['spain']
264,8255419,insurance,experian sp - insurance - compulsory insurance ,['spain']
263,8255420,insurance,experian sp - insurance - compulsory insurance and health insurance ,['spain']
283,8255421,insurance,experian sp - insurance - contracting date - 1 to 3 years ,['spain']
276,8255422,insurance,experian sp - insurance - contracting date - under 1 year ,['spain']
299,8255423,insurance,experian sp - insurance - contracting date - up to 3 years ,['spain']
293,8255424,insurance,experian sp - insurance - great insurance consumers ,['spain']
289,8255425,insurance,experian sp - insurance - home insurance ,['spain']
280,8255426,insurance,experian sp - insurance - home insurance - building coverage insurance ,['spain']
270,8255427,insurance,experian sp - insurance - home insurance - contents coverage insurance ,['spain']
297,8255428,insurance,experian sp - insurance - home insurance - full coverage ,['spain']
294,8255429,insurance,experian sp - insurance - insurance consumers ,['spain']
298,8255430,insurance,experian sp - insurance - life insurance - accidents ,['spain']
277,8255431,insurance,experian sp - insurance - life insurance - in case of death ,['spain']
286,8255432,insurance,experian sp - insurance - life insurance - in case of death and maturity ,['spain']
300,8255433,insurance,experian sp - insurance - maximum coverage insurance consumer ,['spain']
282,8255434,insurance,experian sp - insurance - medical insurance ,['spain']
269,8255435,insurance,experian sp - insurance - occasional consumers ,['spain']
273,8255436,insurance,experian sp - insurance - only car consumers ,['spain']
272,8255437,insurance,experian sp - insurance - own car insurance ,['spain']
301,8255438,insurance,experian sp - insurance - private medical - all expenses paid by the insurance ,['spain']
266,8255439,insurance,experian sp - insurance - private medical - part expenses paid by the insurance ,['spain']
292,8255440,insurance,experian sp - insurance - sporadic consumers ,['spain']
504,3577118,insurance,eyeota - de experian - finance / insurance - high insurance affinity,['germany']
506,3577121,insurance,eyeota - de experian - finance / insurance - loans,['germany']
507,3577123,insurance,eyeota - de experian - finance / insurance - private health insurance,['germany']
508,3577125,insurance,eyeota - de experian - finance / insurance - private investors,['germany']
768,6986468,insurance,eyeota - de kantar - consumer financial - insurance,['germany']
752,6986469,insurance,eyeota - de kantar - consumer financial - insurance - has pet insurance,['germany']
753,6986471,insurance,eyeota - de kantar - consumer financial - insurance - has private medical insurance,['germany']
586,6986473,insurance,eyeota - de kantar - consumer financial - insurance - insurance company - allianz,['germany']
587,6986474,insurance,eyeota - de kantar - consumer financial - insurance - insurance company - axa,['germany']
754,6986476,insurance,eyeota - de kantar - consumer financial - insurance - insurance company - devk,['germany']
769,6986478,insurance,eyeota - de kantar - consumer financial - insurance - insurance company - hdi gerling,['germany']
770,6986479,insurance,eyeota - de kantar - consumer financial - insurance - insurance company - huk-coburg,['germany']
755,6986480,insurance,eyeota - de kantar - consumer financial - insurance - insurance company - r+v versicherung,['germany']
520,15676223,insurance,eyeota - dk ndr - 04 economy - insurance - has a auto help insurance ,['denmark']
527,15676217,insurance,eyeota - dk ndr - 04 economy - insurance - has a auto help insurance ,['denmark']
521,15676232,insurance,eyeota - dk ndr - 04 economy - insurance - has a private health insurance ,['denmark']
